formula,target
Na2Zn3Se4,27.893206448619807
Mn2GeO4,10.148281860202308
Na2Ca3Ta2O9,0.20603956036861995
Na2Sn(HO)6,1.3341430452361445
LiCo(PO3)4,28.91685540685519
RbAl(H2N)4,4.61691559370397
NaYMg14O16,0.4049426387123712
ZnFe4CoO8,28.43217831406544
Li4Cu(PO4)2,31.451639903028283
Mg14AlCuO16,8.373288083381544
LiMo(PO4)2,27.9804144152877
KH4O4F,15.773288640140432
MgAlFeO4,5.042641875979992
V3H8(NO4)2,20.596760677274993
Mg5ZnN4,22.19202796590551
Cs2Sr2O3,11.347957239822444
Li3NbO4,1.9094435626494075
Li4Zr3O8,1.731904564817306
Ge2SeN2,24.323396883372624
LiAg2F6,5.555144734879249
MnWO4,0.0
Mn5NiO12,31.253263381245024
Li3Bi(PO4)2,0.05809828256727714
H3NO4,1.4115760125970744
V4CoCuO12,0.0
Li5Mn2CrO8,23.115378937538093
Li2MnCr3O8,30.83233352849575
V2F9,2.586231914267064
Li2CuSiO4,26.797899510517116
BaReH9,1.4752112460329667
Li2CO3,6.363600292661736e-06
Y3I7O,10.157664816682404
CaMn2(SiO3)4,24.95043229370774
Li2Cu(PO3)4,0.44949542386568353
NbO2F,5.3368064230950845
Bi3BO6,16.738929653985533
LiAlCoO3,11.874912083820178
SrTaNO2,20.495758988808234
Li5FeS4,32.06523826476626
Zn7P10,30.43969378086423
Li7NbS6,15.51109306017054
NaVO2,24.034381484577292
Mn3O2F5,27.863514584253103
LiBH4,0.0
CuNiO2,25.3624637997571
ScCoO3,30.22686998771777
K2YTlBr6,0.9751871560267602
Co2TeBr2O3,11.120017945190227
Li2BSeO4,16.10179714371491
Cs2RbAlBr6,1.3570803540359178
Sr4SnPbO8,21.20291215000724
Zn4In2O7,19.136909009525993
ZrFeTe,28.854508981700572
Li2BiS3,32.527032971429065
Cs2InAsI6,5.838637331107973
PNO,2.5977944593811734e-10
LiMo2P3O13,4.9773212997021465
Cs2PdC2,26.53862562497545
Li2VSi4O11,26.94135986977694
ScCrO4,0.0
Co3OF5,0.0
Ba(H2O3)2,0.0
Fe3Pb4ClO8,23.631056374743338
TiSnO4,11.26763089529829
Na2CaSiO4,0.6150533095864212
LiGaO2,0.05186034555298717
AlBi,0.0
Li2Ti3SnO8,32.566750441617344
MoW2(SeS2)2,0.0
LiBiS2,5.685819233099351
Ba2NbCoO6,27.302681978595047
Cu3TeS3Cl,29.31457258426862
LiFe7O7F,28.159591093695763
Sr(VN2)2,28.854480837411838
Li3FeOF4,8.987174060550364
Mo2W(SeS2)2,0.0
LiCo(SiO3)2,26.45822593711045
Pb2C(SO3)2,4.760104604228254
Sr3Zr2Nb2O12,12.991163862748522
Li2Nb4O11,10.047708427646231
Cs2AgIrF6,0.0
KAlO2,0.9195711024411716
SbPbBrO2,18.66435152936426
Sc2O3,0.5634282807769122
Li3Ta7O19,4.678049928703727
Li3Fe(OF)2,2.885116663942288
LiCuS2,29.55405716375378
W(BrO)2,25.007306544892582
CsPb2Cl5,1.535584892350832
Li5Mn3O8,11.461164903909545
VCoO4,21.375380110133673
Te6Mo3WSe2,0.0
Cs2RbInI6,15.617469334900905
Li3MgNiO4,27.63251877972188
Sn3(P2O7)2,11.026050045759312
Ca3Si3(BiO6)2,2.1834057190214877
Rb3NaH4,12.150862863458425
MgCrGaS4,29.03908557307157
Na3(CO3)2,5.023663763895491
TiSn(PO4)2,26.506545875396338
CaCu3(SnO3)4,6.246014251254515
Li2MnO3,29.085367077445945
Li3Ti(CoO2)4,4.573137242033343
Li4VO4F,0.05924804257509224
HIO4,26.09386830517803
Sr4HfO6,0.23998104148645402
Li5MnO4,31.635312863305447
Li2Mn3CrO8,24.584384817820066
Ti3(BiO3)4,17.922924477321526
Ba5(SnS4)2,18.025031634210038
SeBr,28.84876390861316
Li3Ti2(NiO4)2,24.285934867576167
VRhO4,0.0
Cs3BiI6,5.336862671628498
Li2V2O5F2,21.266148851634902
TiMnO4,7.024855034609629
K3InCl6,0.5234339261669942
TiPb9O11,21.756118935385516
V6O11F,2.3648860513674763
Li3FeO2F,5.516793480141906
LiNi4O4F,0.24289203595670555
Li5Ti(SiO4)2,0.0
TlCoO3,24.78921829043694
Li2MgNi3O8,31.8028795852503
VCrO4,17.625914608273728
MnV4CrO12,10.519596908724901
CsRbO,18.64958959714764
CaTiO3,15.95994018744019
MgCrCoS4,16.37744035280046
Li2Mn3NbO8,19.62644961441971
YIO,7.854636398052837
Li5MnV3O8,20.785043229349455
Nb2NiO6,21.837776685544238
YSc3N4,0.0
Li2MnBr4,10.806988339103002
Li2VCr3O8,29.07029940848912
NaSnN,30.269132134317516
Tl5BrCl4,19.06093713613146
Li3TaO4,3.9054778428803507
Al2FeO4,2.4284999847272744
TiCr2O5,25.128485962649457
LiFe(CoO3)2,13.520147035079619
Li3V(BO3)2,4.97070411176172
CaMnO2,11.945159338399577
Sr3NbN3,29.550691398350992
Zn(FeO2)2,19.391625940810872
Ca(InTe2)2,29.589249426996673
VSb(PO4)2,15.447300617200302
Co2SiO4,19.279270357892376
Ba2S3,24.900336884254727
LiTa2CuO6,23.790164184934092
V2OF7,7.252911342943926
Li2H6PtO6,6.860450948017976
K3Cr2(AsO4)3,13.28354717812238
CoP2WO8,7.305504592398986
Ba6HfO8,11.793292632101485
Sr4Fe3ClO8,5.902363184463173
Li8SbS6,31.960170077525834
LiV2F5,4.915948351366463
Cs2MgO2,16.36989640167193
LiTi2VO6,25.474175835610946
Ga2HgO4,27.8392691527239
RbCrI3,4.0621036621917845
Ba4GaN3O,25.809609280439798
PbCClO2,3.867926536238394
Ag4Te(PO7)2,5.358667920005649
Hg3TeO6,5.759647166443937
